first_purchase_date,user_id,purchase_id,venue_id,product_line
22.03.20,1327968,65593z1738b3876,548502s8496,Restaurant
31.03.20,9149190,40468j5484b5123,485196q7880,Restaurant
12.04.20,5026099,13170q4711x8368,489863n7406,Restaurant
12.04.20,6875408,13585e1693s4704,884139t4798,Restaurant
12.03.20,6644074,25255x6879f7038,190031r6061,Restaurant
10.04.20,7062732,32497s1945h9724,510808j4325,Restaurant
28.03.20,4892764,55960v9363n6820,109391h2356,Restaurant
21.04.20,1128996,18241p9063o5833,238913y4112,Restaurant
11.04.20,5369297,68281v7457x7846,757678o8521,Restaurant
29.03.20,4689821,82195i7384p7126,723480t3995,Restaurant
01.04.20,1793959,41006t7698k2801,845863w1428,Retail store
27.03.20,8265679,66596p3128e3004,685481j6563,Restaurant
06.04.20,6827725,34683z2713l1670,484550l3130,Restaurant
21.03.20,6827622,85407p2216s2514,414379v8013,Restaurant
03.04.20,8212099,58019q9405o3893,757678o8521,Restaurant
11.04.20,3731174,56185n9204d7794,264901k2960,Restaurant
30.03.20,3197911,62672x9058y1954,495228o4888,Restaurant
18.04.20,1124707,75511s5439y2775,414379v8013,Restaurant
09.04.20,6075318,67384g4052p1825,809064x7474,Restaurant
22.03.20,6009096,23877i4332h8539,495783z1243,Restaurant
18.03.20,5190521,26276n4420l2743,576665t5401,Restaurant
08.04.20,8962340,77784e1870a4354,561473u7086,Restaurant
21.03.20,1738220,28994i2117p5967,492804s3092,Restaurant
05.04.20,1724657,33705j4564w2363,232664z5482,Restaurant
28.03.20,9174616,14514l1106s9373,690429k1728,Restaurant
10.04.20,7432955,74328m3123h2647,120772q9252,Restaurant
25.03.20,7792409,29571n4777d6289,565478d2415,Restaurant
26.03.20,8848333,20983u2531i9726,756564k4786,Restaurant
25.03.20,7485185,32056k9376l1468,414379v8013,Restaurant
30.03.20,8742338,23040f3873t1070,192976e3251,Restaurant
03.04.20,6582682,57073o3415l3570,948949k4138,Restaurant
30.03.20,2388850,50389c5721w6613,169074a8655,Restaurant
05.04.20,5750713,68296s2048q5787,876157e8275,Restaurant
26.03.20,4646254,42547o9976y7886,192807q9066,Restaurant
12.04.20,4888167,43306y2815m9782,561473u7086,Restaurant
17.04.20,2956079,65284w6538v9385,548450b3312,Restaurant
20.04.20,3172708,72656i9595x3179,885788q4293,Restaurant
18.04.20,8497487,22252k3087v3332,163106u7195,Restaurant
20.04.20,6814127,79469v2639n4095,414379v8013,Restaurant
19.04.20,7188781,27180r1457z9068,190031r6061,Restaurant
11.04.20,7289466,26711i5991t8395,802629o1712,Restaurant
31.03.20,9444071,42375y4696e5008,495228o4888,Restaurant
28.03.20,1429605,19747p4628l5554,243604r1416,Restaurant
26.03.20,8168756,38372m9544f3439,576823x5561,Restaurant
07.04.20,4266547,42906i7981n3947,839929l6219,Retail store
12.03.20,7090373,87362y5653h7393,192976e3251,Restaurant
19.04.20,1769684,68551c6947b2233,232664z5482,Restaurant
14.03.20,3967412,69100t9433z5165,543857p1266,Restaurant
20.03.20,1687412,48475t9762s8487,120772q9252,Restaurant
28.03.20,8157869,86668z1858q5947,122915b3615,Restaurant
18.04.20,3367636,46006h3311y4740,843262c5356,Restaurant
12.03.20,1253350,83159l4790o3939,562128b3990,Restaurant
13.03.20,2839808,98179u4557c4087,654306x3024,Restaurant
31.03.20,2601120,84360c6817v6263,243604r1416,Restaurant
07.04.20,2086646,59201c9918b8937,774501m2369,Restaurant
19.03.20,8845550,93910b3939c3109,968309s5826,Restaurant
01.04.20,9877068,24802b5480m9313,182722v9238,Restaurant
12.04.20,5715085,71209u2792y2258,403931m8261,Restaurant
20.03.20,6882612,79492a8222t5594,360377z4022,Restaurant
03.04.20,5314728,79905w2180i8743,118775p4438,Restaurant
14.04.20,1605178,68876w8590p3947,575445c1386,Restaurant
24.03.20,3598478,25067y1559k3851,267525s6602,Restaurant
10.04.20,4572726,46476f1856c2528,243604r1416,Restaurant
30.03.20,2781266,52760n6988o8172,632427c4633,Restaurant
29.03.20,8026051,51099h9310c8751,599174z9075,Restaurant
26.03.20,5412076,90938l2935r1794,238913y4112,Restaurant
13.03.20,7548056,54614e5387y7620,714978e3692,Restaurant
23.03.20,1608849,75634g8772j9533,383217b8485,Restaurant
19.04.20,1130782,23353i7059d6872,429685g3176,Restaurant
11.04.20,6237567,15058v5967s8918,583902i1446,Restaurant
12.03.20,6083987,25348d7222y9759,802629o1712,Restaurant
13.03.20,7699929,25133a4179p4693,190031r6061,Restaurant
19.04.20,8649200,49441f3266m7791,978063b4956,Restaurant
30.03.20,3795181,69460w1928c9476,711819r4036,Restaurant
03.04.20,4820384,18018y9686g9293,192976e3251,Restaurant
12.04.20,7569839,75285x8437u2646,972108c7453,Restaurant
25.03.20,8157836,69298m8808c6360,122915b3615,Restaurant
27.03.20,6111913,94590j1743r9107,157124b4791,Restaurant
17.04.20,1679599,34916e6695n4581,707299w4167,Restaurant
13.03.20,3816370,94794t4147t1251,702471y9270,Restaurant
24.03.20,9432355,97047n8749c3490,231630t2321,Restaurant
20.03.20,4578782,73438r8372x4736,740780z8574,Restaurant
15.04.20,2682136,85971e5531p1487,383217b8485,Restaurant
01.04.20,7730780,27658h5872r7077,606147q5649,Restaurant
13.04.20,6688065,76737h5806i6957,802629o1712,Restaurant
15.03.20,7980748,48063w8172a6686,690429k1728,Restaurant
20.04.20,7646831,26923h6475f1103,292458a8219,Restaurant
17.04.20,3112440,48238r9236r5013,387302p9794,Restaurant
29.03.20,8856948,35992r8261t5683,552139h7706,Restaurant
05.04.20,7559810,47720g6734k8804,292458a8219,Restaurant
01.04.20,1034812,67139t6359x4873,120772q9252,Restaurant
15.04.20,6526032,59902r4495w7418,640922s3841,Restaurant
20.04.20,8634996,58690n3592y6088,280455n5713,Restaurant
06.04.20,3555067,52705k9268u8320,391408w1383,Restaurant
19.03.20,7333351,88702z9903r3774,238913y4112,Restaurant
07.04.20,7954701,54953s5105m2717,383217b8485,Restaurant
06.04.20,4581896,61337s7570s8185,843262c5356,Restaurant
25.03.20,6122787,82250f5736z6141,241686j4263,Restaurant
31.03.20,1924219,28025w3883t2072,598561e5487,Restaurant
12.04.20,3673196,99933k3798v4527,466231e3547,Restaurant
18.04.20,1366555,53157k2810u9872,321452q1122,Restaurant
26.03.20,6379773,40700y8482i8477,330499y9274,Restaurant
14.03.20,7706701,12615x3379n5012,548502s8496,Restaurant
17.04.20,3036680,35480q3047t4889,420238c6426,Restaurant
03.04.20,8296267,60455d6020k8511,189914l6064,Restaurant
29.03.20,1558313,18328d8099l4120,241686j4263,Restaurant
31.03.20,5808078,77701v8423z9435,108773k4292,Restaurant
05.04.20,9731973,42295m2743m7507,124357r1817,Restaurant
30.03.20,4660163,23402m4010j7240,725392g2580,Restaurant
09.04.20,5820377,77603v8166t9732,961434u2055,Restaurant
29.03.20,2443496,91902r7059y1533,757678o8521,Restaurant
20.03.20,1652952,23076s7131x8674,606780k2011,Restaurant
17.04.20,3798891,58393a9786k6314,414379v8013,Restaurant
25.03.20,8115073,45940q7696d8383,180422b7484,Restaurant
14.04.20,8918315,41497t1447v3035,383217b8485,Restaurant
06.04.20,3670059,60504c9759l7177,291819i1002,Restaurant
25.03.20,9230747,70920d3016w6140,802629o1712,Restaurant
30.03.20,3819020,15181g5290x8404,948949k4138,Restaurant
16.04.20,7729192,54640v1905t8505,786795s5669,Restaurant
20.04.20,4230977,99955i1077x3144,917651c8019,Restaurant
16.04.20,9842814,39023r9897q3776,562128b3990,Restaurant
08.04.20,3698229,83608j5737r9847,575445c1386,Restaurant
20.03.20,6971615,51158w9900n4693,305414u7295,Restaurant
19.04.20,5691479,48339q1671l3609,729336c9300,Restaurant
31.03.20,2197654,78445e9609t3899,238913y4112,Restaurant
23.03.20,6084860,89658r5184e9810,585977b8382,Restaurant
12.03.20,6551277,69619k6258x5112,414379v8013,Restaurant
19.04.20,3961739,99398d6969a1636,383217b8485,Restaurant
05.04.20,6590775,25907b7480t3135,843262c5356,Restaurant
27.03.20,5990190,13599v4613n8078,723480t3995,Restaurant
17.03.20,6885571,20964q7138w7809,562128b3990,Restaurant
31.03.20,2510314,96467f5443v5390,321932r7591,Restaurant
21.03.20,8692054,28010g6622c4744,714978e3692,Restaurant
08.04.20,3881524,94077d2019a5256,462146c9177,Restaurant
19.04.20,1330332,33212x2846z9568,386615k5470,Restaurant
25.03.20,1024020,96867z5216u9977,552139h7706,Restaurant
30.03.20,4911590,34713v7809x7272,504788n1712,Restaurant
19.04.20,6540308,67096r4294a2919,561473u7086,Restaurant
18.03.20,2855419,58643k8588h5115,562128b3990,Restaurant
20.03.20,2432286,47762u2620c5594,378379i3902,Restaurant
26.03.20,4708567,24211p4426l1469,510808j4325,Restaurant
18.04.20,2038082,71051n9226h6054,414379v8013,Restaurant
29.03.20,7242669,75162u1617l7053,513275x9828,Restaurant
16.04.20,5305452,99558w3054q1654,192976e3251,Restaurant
14.04.20,4210827,95573v4887r2759,383217b8485,Restaurant
28.03.20,8287594,93017g7203j1430,243604r1416,Restaurant
20.04.20,3023090,52919a3582u6639,717102x8936,Restaurant
12.04.20,6396839,70364f5879l8284,238913y4112,Restaurant
20.04.20,7082776,52555p3081v8635,809064x7474,Restaurant
21.04.20,4039278,52567x9527z5246,122915b3615,Restaurant
20.04.20,6375752,13645j4879e2385,489357g7300,Restaurant
22.03.20,1954423,28140j5513c2245,190031r6061,Restaurant
17.03.20,3109262,49660m2190v1530,680523t1092,Restaurant
12.04.20,3330771,20503g1897r2205,182722v9238,Restaurant
03.04.20,2154000,15532s2123v9969,305414u7295,Restaurant
17.03.20,3046510,38267i7830b6332,713226a7656,Restaurant
04.04.20,5689403,62436i1149s8513,203256r5358,Restaurant
23.03.20,7258130,70171c5059n3717,853655s6536,Restaurant
11.04.20,6546613,68867j6463a5656,192976e3251,Restaurant
12.03.20,1700852,96847p5932c7334,509910z3297,Restaurant
26.03.20,2261067,39194r9038w6300,480880r8526,Restaurant
26.03.20,8656346,63582u5291g4797,871666c5767,Restaurant
15.04.20,4218705,12633m8064c8810,414379v8013,Restaurant
09.04.20,6636585,60232n5783r7543,227319x5724,Restaurant
19.03.20,7050772,29240i5784y8739,698361n8201,Restaurant
11.04.20,8748167,98018g4600z4341,884139t4798,Restaurant
25.03.20,9469648,44158u4192g1777,159424f7959,Restaurant
28.03.20,6275897,16394u1029k1463,539684w1017,Restaurant
06.04.20,6770453,84146p1236c1947,518358c4270,Restaurant
03.04.20,5566976,83230y6667k7085,904338r2358,Restaurant
20.03.20,4504593,87431k9879e1090,487299x2579,Restaurant
14.03.20,9440830,44877l3582c7604,238913y4112,Restaurant
14.03.20,2432238,21180r3286g6834,321932r7591,Restaurant
28.03.20,4548495,96945l7646w4064,725392g2580,Restaurant
25.03.20,9252701,15332a2403c6764,302553d6496,Restaurant
12.04.20,3757220,30265i8537g4421,383217b8485,Restaurant
24.03.20,8031675,25641c4085m6207,122915b3615,Restaurant
18.03.20,7758062,13583d9937k6917,414379v8013,Restaurant
15.03.20,3672278,90340e1651d2315,702471y9270,Restaurant
06.04.20,9047826,70168x9036z1200,124357r1817,Restaurant
14.03.20,8401759,61874b1765e4690,612119d4768,Restaurant
29.03.20,7593839,18832u3471h4108,729336c9300,Restaurant
20.04.20,8357469,98115z3053y9906,683949d5933,Restaurant
17.04.20,1464663,86563l3794j2445,120772q9252,Restaurant
14.03.20,6353048,72283a8311n4029,120772q9252,Restaurant
26.03.20,3177888,89118w9241i7095,617525n8737,Restaurant
04.04.20,2444581,41503i2667r6058,562128b3990,Restaurant
19.04.20,9033624,79230y6461x5401,192976e3251,Restaurant
03.04.20,2352552,84028b6701s7313,735806o2642,Restaurant
04.04.20,7633441,69919m1394y3981,690429k1728,Restaurant
17.03.20,5440402,81205d2686o5787,814250f7856,Restaurant
07.04.20,6849243,35421j2472g2842,649550e5290,Restaurant
01.04.20,1810078,68955b5349f4301,606147q5649,Restaurant
31.03.20,9252171,95894i5739u3097,923496b1261,Restaurant
08.04.20,9619404,31304d5880r9582,535663x5544,Restaurant
21.03.20,9739851,83058b3453o4354,305414u7295,Restaurant
08.04.20,5091576,62324v9751u4340,575445c1386,Restaurant
12.04.20,1957972,75377c6804p2544,128998y6862,Restaurant
21.03.20,4098004,65600q5655v9947,971791d9866,Restaurant
27.03.20,3442064,79197a8273l8882,885788q4293,Restaurant
14.04.20,6205870,52112i4706k4017,606147q5649,Restaurant
28.03.20,6478966,10016y5422f9609,480880r8526,Restaurant
05.04.20,2715292,36537s6482y2316,784603d7962,Restaurant
18.03.20,1401113,50910r8924c3944,227319x5724,Restaurant
09.04.20,6326687,67910u9627q9274,765003q9187,Restaurant
15.03.20,8988747,51950c1824m6025,192976e3251,Restaurant
12.04.20,6594020,32999k2922u5190,929750i1407,Restaurant
04.04.20,7028333,20224f5774q2833,304935c5160,Restaurant
20.03.20,9676396,58079x9429p3407,703793i8874,Restaurant
16.04.20,8401204,47322w7084l7582,627977e8632,Restaurant
11.04.20,8571653,69489u1114e6970,238913y4112,Restaurant
30.03.20,3347284,45795k6672v1545,190031r6061,Restaurant
28.03.20,7849215,86805c8511p3756,960949q9277,Restaurant
20.03.20,7696984,87882v7449m7592,683540m4206,Restaurant
19.03.20,8940735,18719t9340i2612,192976e3251,Restaurant
09.04.20,5749464,70055s9737i5823,462083p9846,Restaurant
08.04.20,7860869,58650z8649b9606,802181g7135,Restaurant
18.04.20,3169915,60981k8808k5748,340200u6369,Restaurant
24.03.20,5385573,96949b4543n2538,489863n7406,Restaurant
30.03.20,1036674,93373g7746r1924,414379v8013,Restaurant
11.04.20,3498706,40623r7461e7871,553951h9837,Restaurant
05.04.20,9243336,26838m9900s3193,707299w4167,Restaurant
26.03.20,3408966,67283p6027f2535,938934b4792,Restaurant
24.03.20,6428551,43862k1329r6336,978063b4956,Restaurant
24.03.20,3174219,37437v4955l7471,371153l1480,Restaurant
02.04.20,9353055,77979y3120j9096,565478d2415,Restaurant
05.04.20,6966030,88883z6661e5213,481877z1569,Restaurant
16.03.20,5346017,66387i6090z9108,120772q9252,Restaurant
21.04.20,7113562,90610t2270h1593,264434a3970,Restaurant
13.03.20,7944445,93749w5273d4968,189914l6064,Restaurant
12.04.20,4618228,93959n3875y7316,192976e3251,Restaurant
25.03.20,1969458,62136y1960s3070,868993f9874,Restaurant
29.03.20,9085526,40294j1013m5776,702471y9270,Restaurant
25.03.20,2764335,94562m6941l8565,552139h7706,Restaurant
16.03.20,2120377,60972v2985d8612,330499y9274,Restaurant
11.04.20,7326002,46920h1260p1656,690429k1728,Restaurant
19.04.20,7923181,63758a8419v8299,802629o1712,Restaurant
15.04.20,4009437,72909j6465f3193,627977e8632,Restaurant
20.04.20,2920091,22571y7484q3006,446354s7121,Restaurant
20.04.20,5879543,80982k3448i1838,971791d9866,Restaurant
26.03.20,6928546,88825q2470l7758,631281p3374,Restaurant
24.03.20,1060474,54451m7209q9554,591023u5184,Restaurant
15.04.20,7889201,41174k1011y2103,929921e3446,Restaurant
08.04.20,9241447,47774k4546w6310,485196q7880,Restaurant
16.03.20,2338459,28785q8053m1801,845863w1428,Retail store
08.04.20,6514802,72116h3653s6043,802181g7135,Restaurant
16.04.20,3585486,94684q7440m2646,585293v5839,Restaurant
21.04.20,1848075,79774i6153t5701,674896o4266,Restaurant
02.04.20,2930511,57248n8567w3339,592304y9343,Restaurant
14.04.20,1705110,19593p9570y1921,933899o1006,Restaurant
11.04.20,4435241,45485p8816w3115,280572v9361,Restaurant
28.03.20,8188079,78840a6027x2392,248706j3783,Restaurant
11.04.20,7752545,56678g9969u8479,562128b3990,Restaurant
12.04.20,2122827,10888p3658z8492,674896o4266,Restaurant
31.03.20,4391061,54465m2368m9206,909373o8807,Retail store
12.04.20,9020023,48816z6378m8063,729336c9300,Restaurant
23.03.20,8652607,42985r9407l6612,409916j1368,Restaurant
01.04.20,5631124,30132s5258s8872,740780z8574,Restaurant
17.04.20,4156237,73933q7283o4310,238913y4112,Restaurant
24.03.20,3076426,49855f3078h8381,504786y7238,Restaurant
03.04.20,7988506,33378f3559m2145,509910z3297,Restaurant
26.03.20,2098700,49241n8608t8822,914004u5910,Restaurant
22.03.20,8192692,87288l7913q8582,248706j3783,Restaurant
06.04.20,6395909,86705o1623q7912,561473u7086,Restaurant
04.04.20,9705498,61198h6749b9993,447858o4876,Restaurant
11.04.20,7350715,82469l8555k6307,997737z4893,Restaurant
16.03.20,1006877,64090l4029b5886,241686j4263,Restaurant
31.03.20,2754063,21423b3915b5774,933899o1006,Restaurant
23.03.20,4401418,54302l2405e6218,924800b6343,Restaurant
01.04.20,5055186,80265e5685y5619,729100j2736,Restaurant
18.04.20,6051535,76101e8358l3454,227319x5724,Restaurant
15.04.20,5198791,99713z9724k8597,776890z4226,Restaurant
05.04.20,7700844,29588d1697f1873,897051h2623,Restaurant
04.04.20,3245719,52168c6187y1443,189914l6064,Restaurant
28.03.20,8731127,10317t1836l1859,903531c8977,Restaurant
21.04.20,7587797,54771k2773d5149,232065e2125,Restaurant
06.04.20,2028321,52624g2824g1810,238913y4112,Restaurant
26.03.20,7062043,77714f1622b3184,619889s1941,Restaurant
02.04.20,7173917,39227m5352r2242,190031r6061,Restaurant
06.04.20,7578112,41776z9981h7992,180422b7484,Restaurant
05.04.20,1348537,61679o7716l6853,591023u5184,Restaurant
18.03.20,2389540,84838h6449f1459,238913y4112,Restaurant
01.04.20,6546618,83596m7706z2413,484550l3130,Restaurant
08.04.20,9086039,24729v6167w3871,803245u2495,Restaurant
27.03.20,3378404,67258h7668w5919,513275x9828,Restaurant
18.03.20,8575032,69857e4002f8884,378379i3902,Restaurant
02.04.20,4008785,62022j7752y1893,725492p3150,Restaurant
29.03.20,5913936,17776y4393l6710,531480v8507,Restaurant
11.04.20,6873429,33902n9781v2416,843262c5356,Restaurant
04.04.20,3965158,39530j8596a2866,383217b8485,Restaurant
01.04.20,2630201,38241e9573d3384,902682o3652,Restaurant
22.03.20,6999995,85607k1274d9271,631281p3374,Restaurant
09.04.20,6013329,33765h7930s7941,631281p3374,Restaurant
24.03.20,6490527,42316k5354i7439,939829r8656,Restaurant
10.04.20,3262960,73592s2408j3858,892361n8777,Restaurant
08.04.20,5678919,94988u6676t9092,874413c1114,Restaurant
16.04.20,4335822,86677w3190a5085,457176k7705,Restaurant
11.04.20,8348421,90453g2751o6005,420238c6426,Restaurant
13.03.20,8160981,59351j2461b1377,189914l6064,Restaurant
05.04.20,6871217,75016u9976t2108,971791d9866,Restaurant
20.03.20,1506472,16627v3812w8816,802181g7135,Restaurant
18.03.20,4563092,53105y3499w6891,190031r6061,Restaurant
18.03.20,7959507,92210k2588t7156,433422e7387,Restaurant
13.03.20,6733043,74439v2437m9708,518358c4270,Restaurant
13.04.20,8456379,50853n1512v1092,159424f7959,Restaurant
07.04.20,8849948,49803t9116d4094,561473u7086,Restaurant
19.04.20,1599766,59825q9165w6630,189914l6064,Restaurant
10.04.20,2107726,51539p9954d2188,659297x6319,Restaurant
19.04.20,5945958,28515g6440i3496,788378u1174,Restaurant
20.04.20,9186289,26033b8564g3500,369543s5546,Restaurant
17.04.20,9046159,55425f7148e2868,421971f1057,Restaurant
03.04.20,2964228,80595n6573l6029,281498d1396,Restaurant
05.04.20,9145209,39020k1767x8820,369543s5546,Restaurant
05.04.20,5675955,49847z7617w5378,631281p3374,Restaurant
20.03.20,4180573,58487a5023w2966,203256r5358,Restaurant
12.04.20,5040575,45454r3919v3812,960135f2183,Restaurant
01.04.20,7319082,61138n3674e7754,376987h5139,Retail store
12.04.20,5392302,82006g1244i2733,723480t3995,Restaurant
19.04.20,9048922,16403a5919o6720,847068j9672,Restaurant
08.04.20,7803403,32580r4541v8456,414379v8013,Restaurant
04.04.20,8232424,81970e6177s3541,391408w1383,Restaurant
18.04.20,7459436,95667l8507j1598,925839v6293,Restaurant
27.03.20,8186818,91477n8268m4552,414379v8013,Restaurant
18.04.20,6706234,28113b9641z9975,725392g2580,Restaurant
21.03.20,4992089,13651m1927g3955,168823d4282,Restaurant
07.04.20,7286187,85862u3742m9395,414379v8013,Restaurant
08.04.20,2615785,68431p6961b8819,606780k2011,Restaurant
19.03.20,2328498,16671n5610l6474,435760v7511,Restaurant
02.04.20,5807143,42771a2323k6815,232413d3220,Restaurant
21.04.20,7344393,25121m5115g8499,259816a5385,Restaurant
07.04.20,6146369,15855l3345n4413,749320a1773,Restaurant
07.04.20,1158122,76556b8184q5239,487299x2579,Restaurant
11.04.20,3034897,75221n2693y4286,270980w2232,Restaurant
26.03.20,9411242,94516g8989u4772,386997k3905,Restaurant
29.03.20,4799661,52968p2297q7727,498578r3126,Restaurant
19.04.20,8626935,98332z3160o9670,192976e3251,Restaurant
16.03.20,8795406,69182d1123p8222,561473u7086,Restaurant
27.03.20,4740225,78762q5830q7555,442851e6393,Restaurant
27.03.20,6551986,11136w3433d1911,543598g7767,Restaurant
20.03.20,8271196,75749p1112o9350,885788q4293,Restaurant
23.03.20,7969980,12965q3055s5583,157124b4791,Restaurant
14.04.20,7048769,23657f8954b4054,120772q9252,Restaurant
04.04.20,3228071,58320p3384x6892,108773k4292,Restaurant
19.04.20,7473890,53712j8424j2218,612119d4768,Restaurant
20.04.20,6082274,53861r1032q2024,726829n7478,Restaurant
08.04.20,4983194,80173x9620p4279,690429k1728,Restaurant
17.03.20,3080423,91265r8423h4283,279927a7888,Restaurant
01.04.20,3561824,86000e2424d1655,254160u1961,Restaurant
13.03.20,5011233,37433i2122n5051,321452q1122,Restaurant
07.04.20,5686519,32016m8052v1018,931098h1029,Restaurant
17.04.20,7385140,86650y6143w9940,401602g1710,Restaurant
16.03.20,8317695,24107c6435q4276,108773k4292,Restaurant
30.03.20,1430879,83765b9889k5411,683540m4206,Restaurant
13.04.20,4671280,44848k7924q4630,562128b3990,Restaurant
25.03.20,9099168,95926q4689g5120,902682o3652,Restaurant
20.04.20,5997223,81076u6336u3521,725392g2580,Restaurant
12.03.20,2835714,89672m6053q8959,575764s4990,Restaurant
27.03.20,8664342,12966q9577w5844,929921e3446,Restaurant
04.04.20,4430819,32366n1408o7943,729629l4733,Restaurant
12.04.20,6491015,14092f4845c2211,640922s3841,Restaurant
29.03.20,8551034,33174h7659h6765,164835q7890,Restaurant
15.03.20,3016629,29756m4069m2807,383217b8485,Restaurant
10.04.20,7195157,51713u4878i6830,192976e3251,Restaurant
09.04.20,7851376,98284q7600z1088,762392h6705,Restaurant
12.03.20,9580680,87177k4192o5490,235944v1715,Restaurant
17.04.20,8620000,80764p2078x1081,403931m8261,Restaurant
19.03.20,5740186,87927q7793j7139,189914l6064,Restaurant
11.04.20,4918241,84000a8818h7397,190031r6061,Restaurant
18.04.20,3756135,87235i3289i8046,529621g7943,Restaurant
15.03.20,1427327,82754f3255z8302,279504r2933,Restaurant
22.03.20,7047943,47893i1457k3413,606780k2011,Restaurant
19.03.20,1382148,72451k5342a4923,788378u1174,Restaurant
31.03.20,3069404,54439q8076p1501,809999p9808,Restaurant
10.04.20,1115563,29785e5907c2130,929921e3446,Restaurant
19.03.20,6514398,67711p1244j7563,304935c5160,Restaurant
24.03.20,1041804,53953j4612x1733,125328d2592,Restaurant
14.03.20,5841391,65687q7382h5521,802181g7135,Restaurant
23.03.20,6860876,60190o3052v7804,960949q9277,Restaurant
29.03.20,8141595,59582j5273r1905,120772q9252,Restaurant
10.04.20,9937643,70046y8207t4200,304935c5160,Restaurant
18.03.20,7405767,63637g6176d6834,299524u7783,Restaurant
18.03.20,6941492,54576t2460e7830,895588o9276,Restaurant
28.03.20,6801536,64661l3451x2970,190031r6061,Restaurant
26.03.20,9356352,72284u3292j8698,436250o2224,Restaurant
29.03.20,7557778,15848y8426k5861,636881z8902,Restaurant
18.04.20,3182016,26682e7189z3908,238913y4112,Restaurant
20.03.20,7062383,94670e8224k1990,394080y6208,Restaurant
10.04.20,1951433,73290i9242m5824,227319x5724,Restaurant
23.03.20,3136004,37697c9827t3224,957567y4209,Restaurant
12.03.20,6503393,61138x7976t2659,691959o6006,Restaurant
